component	mask	singular_value	variance_explained	cumulative_variance_explained	retained
dropped1100	0	3.4093988432	0.0000050042	0.9998266595	False
dropped1101	0	3.4028645486	0.0000049851	0.9998316445	False
dropped1102	0	3.3754778433	0.0000049051	0.9998365497	False
dropped1103	0	3.3586510157	0.0000048564	0.9998414060	False
dropped1104	0	3.3337865564	0.0000047847	0.9998461908	False
dropped1105	0	3.3301887079	0.0000047744	0.9998509652	False
dropped1106	0	3.2828406686	0.0000046396	0.9998556048	False
dropped1107	0	3.2731380810	0.0000046122	0.9998602170	False
dropped1108	0	3.2312149763	0.0000044948	0.9998647118	False
dropped1109	0	3.2191378809	0.0000044613	0.9998691731	False
dropped1110	0	3.1920216361	0.0000043864	0.9998735595	False
dropped1111	0	3.1712419705	0.0000043295	0.9998778891	False
dropped1112	0	3.1536582971	0.0000042816	0.9998821707	False
dropped1113	0	3.1160968650	0.0000041803	0.9998863510	False
dropped1114	0	3.0968468591	0.0000041288	0.9998904797	False
dropped1115	0	3.0904340601	0.0000041117	0.9998945914	False
dropped1116	0	3.0491837005	0.0000040027	0.9998985941	False
dropped1117	0	3.0436834920	0.0000039882	0.9999025823	False
dropped1118	0	3.0293175186	0.0000039507	0.9999065330	False
dropped1119	0	3.0269388358	0.0000039445	0.9999104774	False
dropped1120	0	2.9906178684	0.0000038504	0.9999143278	False
dropped1121	0	2.9545054934	0.0000037579	0.9999180858	False
dropped1122	0	2.9232440006	0.0000036788	0.9999217646	False
dropped1123	0	2.9171740244	0.0000036636	0.9999254282	False
dropped1124	0	2.8931544950	0.0000036035	0.9999290317	False
dropped1125	0	2.8664612785	0.0000035373	0.9999325690	False
dropped1126	0	2.8431921469	0.0000034801	0.9999360491	False
dropped1127	0	2.8271927185	0.0000034411	0.9999394902	False
dropped1128	0	2.7979054754	0.0000033701	0.9999428603	False
dropped1129	0	2.7915621334	0.0000033549	0.9999462152	False
dropped1130	0	2.7579342981	0.0000032745	0.9999494897	False
dropped1131	0	2.7455498385	0.0000032452	0.9999527349	False
dropped1132	0	2.6927233718	0.0000031215	0.9999558564	False
dropped1133	0	2.6727982206	0.0000030755	0.9999589319	False
dropped1134	0	2.6273447052	0.0000029718	0.9999619036	False
dropped1135	0	2.6034720812	0.0000029180	0.9999648217	False
dropped1136	0	2.5697567496	0.0000028429	0.9999676646	False
dropped1137	0	2.5303958380	0.0000027565	0.9999704211	False
dropped1138	0	2.4867548139	0.0000026622	0.9999730833	False
dropped1139	0	2.4411768468	0.0000025655	0.9999756489	False
dropped1140	0	2.4220413506	0.0000025255	0.9999781743	False
dropped1141	0	2.4018111093	0.0000024835	0.9999806578	False
dropped1142	0	2.3386859011	0.0000023546	0.9999830125	False
dropped1143	0	2.3046776693	0.0000022867	0.9999852991	False
dropped1144	0	2.3012520235	0.0000022799	0.9999875790	False
dropped1145	0	2.2509318915	0.0000021813	0.9999897602	False
dropped1146	0	2.1483696530	0.0000019870	0.9999917472	False
dropped1147	0	2.0662858051	0.0000018381	0.9999935853	False
dropped1148	0	2.0211609770	0.0000017587	0.9999953440	False
dropped1149	0	1.9779009367	0.0000016842	0.9999970282	False
dropped1150	0	1.8778015406	0.0000015180	0.9999985462	False
dropped1151	0	1.8376508619	0.0000014538	1.0000000000	False
